Month,Virginia,California,Alaska,Oregon,Washington,Hawaii,New Jersey,Nevada,New Hampshire,Connecticut,New York,Rhode Island,Maine,Vermont,Arizona,South Dakota,Massachusetts,Michigan,Florida,Illinois,Minnesota,Kansas,Idaho,Wisconsin,Pennsylvania,Missouri,Ohio,Texas,Indiana,Wyoming,North Dakota,District of Columbia,Utah,Delaware,Maryland,Arkansas,Nebraska,Colorado,Oklahoma,Iowa,North Carolina,West Virginia,Montana,Georgia,Kentucky,Louisiana,Mississippi,Tennessee,New Mexico,Alabama,South Carolina
2004-01-01,60,66,51,32,40.5,36.96,46,12.71,0,33.2,26.6,0,25.84,0,19.24,0,30.36,24.84,29.92,27.54,27.2,6.46,0,26.86,24.5,33,33,23.7,13.33,11.78,7.75,12,8.7,0,27.84,0,10.36,17.36,10.92,0,19.6,28,0,17.68,9.88,18.5,0,15.25,0,11.22,0
2004-02-01,77,60.06,39.27,8.5,27.9,27.72,29.44,35.26,23.79,27.6,38,38,15.58,36,22.2,0,14.52,20.16,22.44,34,32,9.52,17,19.38,33.25,26.73,32.01,22.8,15.19,15.19,15.19,30,5.7,0,14.21,22.91,27.16,10.36,0,23.52,28,0,0,24.44,0,6.5,0,25,7.48,7.48,15.54
2004-03-01,0,61.38,0,17,45,44,28.98,41,35.49,40,33.06,19.76,0,0,21.09,8.28,13.86,36,24.82,26.86,28.8,0,0,8.5,29.05,20.13,23.43,29.1,31,0,13.95,5.7,30,19.5,24.36,0,0,12.6,28,16.24,15.12,0,0,17.94,8.32,15,23.04,19.75,8.8,19.8,11.13
2004-04-01,46,53.46,0,50,24.75,14.52,28.98,6.97,18.33,13.6,23.56,0,30.02,0,27.38,0,27.72,25.56,24.82,23.12,14.72,7.82,34,13.94,32.9,30.36,27.06,26.7,8.68,0,0,14.1,5.7,30,16.53,14.79,0,15.68,20.72,0,7.84,11.2,14.04,21.58,11.18,20.5,0,18.75,0,11,21
2004-05-01,53,44.22,0,26.5,33.3,0,27.14,29.52,0,16.4,15.58,21.28,0,0,19.24,0,19.8,17.28,27.88,20.74,11.52,14.62,10.54,31.96,34.65,20.46,24.75,21.6,25.42,0,8.06,16.2,7.2,0,18.27,13.92,7.84,17.08,16.8,12.32,17.92,15.12,0,22.1,7.8,12.75,0,5.75,0,0,9.03
2004-06-01,58,43.56,0,33,24.3,19.8,25.76,17.22,0,15.6,17.86,17.1,23.56,9.72,36.26,7.56,25.74,22.68,26.18,22.78,14.72,34,0,13.94,19.95,12.87,30.03,23.4,10.23,10.23,31,18,14.1,13.5,15.66,0,0,15.4,15.12,28,18.48,12.6,11.61,20.02,0,25,0,0,22,14.08,6.51
2004-07-01,59,64.68,20.91,37,37.35,40.92,35.88,21.73,0,18.4,33.44,24.7,23.94,16.56,36.26,36,18.15,11.52,26.18,33.32,28.48,14.96,18.36,8.5,35,28.05,22.11,30,5.27,31,0,11.7,0,0,15.08,29,17.92,7.28,21,14,16.24,0,0,18.72,14.04,15,12.96,11.5,0,0,8.61
2004-08-01,73,62.04,44.37,35.5,35.1,0,39.56,6.15,26.91,13.2,27.36,0,28.12,0,29.23,0,33,30.6,25.84,20.74,29.76,16.32,9.52,30.26,28.7,24.09,19.47,27.6,6.82,0,0,22.8,21,0,24.07,0,9.52,28,16.24,6.72,18.48,12.04,13.23,17.68,23.66,0,0,15,8.58,20.46,10.08
2004-09-01,30,48.18,40.8,20.5,25.2,11,20.7,8.2,34.71,10.8,23.56,9.88,0,0,25.9,0,16.5,16.92,22.44,15.3,16.32,22.44,0,13.94,28,17.82,16.5,19.2,8.37,8.68,0,17.1,0,6.6,16.82,25.52,25.2,13.44,7.84,10.92,16.52,8.68,20.79,12.48,0,3.75,16.56,10,0,5.94,9.45
2004-10-01,77,52.8,0,35,24.75,7.92,34.5,18.86,12.48,15.6,26.6,0,38,29.52,34.41,0,27.72,27.72,34,22.1,16.96,10.88,10.2,26.86,16.45,16.17,28.05,24.9,11.78,10.23,11.16,0,17.7,0,28.42,8.99,28,17.36,17.36,15.12,21.56,17.64,0,25.48,26,7,12.48,23.5,5.5,13.86,5.25
2004-11-01,40,53.46,41.31,31,36,29.48,37.72,0,19.11,12.8,30.02,7.98,12.16,12.6,30.71,0,18.15,16.92,26.52,22.1,24.64,10.54,0,25.5,33.95,17.82,21.45,24.6,12.71,0,6.2,6,14.1,0,8.7,11.02,0,9.8,27.72,14.84,13.44,0,27,18.2,18.46,7.75,19.68,20,11.22,10.12,15.96
2004-12-01,86,58.74,19.38,29.5,39.6,18.04,43.7,27.47,19.89,12.4,24.7,17.86,18.24,0,37,12.6,29.7,16.56,23.46,28.56,15.36,10.2,10.88,16.66,33.25,9.9,23.1,24,7.44,0,9.61,10.2,12.9,18.9,29,7.54,13.16,15.4,16.8,15.96,22.96,12.6,7.02,15.08,10.4,7.5,0,17,4.4,0,13.02
2005-01-01,76,53.46,0,21,35.55,18.04,43.24,18.45,34.32,11.2,33.44,14.82,15.96,6.48,20.35,0,16.17,18.36,26.18,26.52,16.64,13.94,0,34,31.5,31.35,29.04,28.2,16.43,0,0,13.2,17.1,12.6,26.39,16.53,15.12,17.92,21,15.12,21.56,0,8.64,26,0,10.25,24,19.25,11.66,13.86,7.56
2005-02-01,67,48.84,30.09,38.5,28.8,0,24.84,20.5,21.06,23.2,25.08,12.16,15.58,17.28,32.56,0,24.42,13.32,21.42,24.82,17.28,14.62,8.84,28.56,24.15,23.76,25.74,26.4,7.44,18.91,0,13.5,13.8,5.7,23.78,0,0,13.16,24.36,11.76,17.64,13.44,8.1,11.96,12.48,14,8.16,17.5,8.36,8.14,6.93
2005-03-01,58,42.9,0,15,27.45,20.24,22.08,5.74,23.79,16.8,23.18,20.52,18.62,9.36,23.68,0,15.84,20.88,21.42,26.52,28.48,11.22,0,30.94,21,15.84,24.09,25.5,8.06,0,0,24.9,19.5,0,22.33,11.89,11.76,12.32,21.84,14.84,19.6,0,0,18.2,8.06,4.5,8.16,11,6.82,5.28,10.71
2005-04-01,57,42.24,42.84,21,25.2,15.4,20.7,15.58,13.65,7.2,20.52,0,15.2,14.76,14.43,0,21.45,25.92,23.8,18.02,8.96,10.2,7.48,17.68,20.3,26.4,22.77,18,12.4,0,0,27.3,13.2,0,15.08,22.04,7,16.24,19.6,17.64,17.36,8.96,0,15.34,10.14,14.5,15.12,6.25,0,9.24,9.03
2005-05-01,44,40.26,0,18.5,18.9,13.2,26.22,13.12,18.33,16,19.38,12.54,28.12,0,25.9,5.4,17.49,18.36,23.8,20.74,14.72,10.88,5.1,31.96,20.3,13.86,23.1,18.6,7.75,0,0,15,12.9,4.8,15.08,0,9.24,11.76,0,10.92,13.72,0,0,11.96,0,4.5,16.56,12.25,0,4.4,0
2005-06-01,46,42.24,0,9.5,29.7,0,17.02,13.94,0,12,19.38,12.92,0,0,22.57,0,13.2,15.84,18.02,13.6,22.72,0,0,20.74,15.75,22.44,22.11,18,4.03,0,0,9.6,14.1,0,0,0,11.2,21.56,0,6.44,17.64,0,6.48,11.18,0,11.75,0,14.25,0,7.7,9.66
2005-07-01,56,41.58,0,18.5,28.35,25.08,32.2,23.78,10.53,20,22.8,13.68,8.74,0,24.05,11.52,18.15,23.04,20.4,20.4,17.28,28.22,13.26,18.7,23.1,20.13,27.06,16.2,13.95,0,0,5.7,0,0,11.89,8.7,0,15.12,13.72,14.56,6.16,27.16,9.45,11.7,0,18,0,7.75,4.84,0,4.83
2005-08-01,29,37.62,14.79,15,27.9,0,25.76,14.35,23.01,12,17.86,7.6,16.34,0,17.39,0,24.75,21.6,14.96,18.36,17.6,4.42,8.84,27.88,28.35,17.16,28.71,16.8,9.61,23.25,0,15,5.4,15,12.76,6.67,0,13.44,11.76,18.76,14.28,6.72,0,8.84,4.94,9.5,0,7.25,0,0,5.67
2005-09-01,59,33.66,33.66,15.5,19.35,18.92,33.58,0,13.65,8.8,17.86,13.3,0,0,16.65,0,17.16,14.4,14.62,18.7,15.36,9.18,6.46,23.46,16.45,16.83,18.15,18.6,9.3,5.27,0,4.5,7.2,8.7,22.04,12.47,5.04,12.32,23.8,13.44,20.72,0,5.13,10.66,0,6,0,10.75,0,6.38,15.75
2005-10-01,37,27.72,10.71,27,18,18.48,19.78,0,39,7.2,19.38,23.56,10.64,0,13.69,19.8,17.49,17.64,14.28,12.92,7.36,5.44,0,13.94,19.25,12.87,14.19,10.5,7.13,0,0,4.8,6.6,0,11.89,5.51,9.52,10.36,24.64,6.16,10.36,0,0,14.56,5.72,10.25,0,12,8.14,6.82,0
2005-11-01,40,33,0,24,24.3,7.04,17.94,0,14.82,14.4,17.1,4.18,0,0,10.73,0,14.85,15.48,15.64,15.3,14.72,14.62,20.4,18.36,24.15,16.83,21.45,12.9,14.26,24.18,9.61,15.3,10.2,12.9,9.86,8.99,12.88,10.92,10.64,6.44,14.56,0,0,10.92,9.62,11.5,0,13.75,0,7.26,0
2005-12-01,56,34.98,0,10.5,16.2,20.68,24.38,5.33,23.4,11.2,20.9,19.38,7.6,0,15.91,0,17.82,19.8,16.32,21.42,15.04,11.9,0,7.82,21,20.46,24.42,15.6,6.51,0,0,8.1,7.5,6.9,15.66,0,9.52,9.52,15.68,9.52,19.04,8.96,0,17.16,10.14,13.25,0,11,0,3.08,6.93
2006-01-01,32,36.3,12.75,22.5,22.95,20.24,18.4,11.89,16.38,15.6,20.52,0,13.68,4.68,11.84,0,21.78,17.28,13.26,19.04,8.32,17,9.86,13.94,22.75,14.85,20.46,15.6,2.48,9.3,0,15.6,10.8,0,11.6,10.15,15.4,17.08,13.16,7.56,20.44,5.88,9.18,12.22,10.14,3,0,5.75,4.62,0,0
2006-02-01,43,29.04,40.8,6.5,23.4,14.52,20.24,3.69,8.97,9.2,19.38,11.02,20.52,0,12.58,3.6,16.5,16.2,11.9,11.9,13.76,7.82,0,13.6,22.75,12.21,20.13,16.5,7.44,0,5.89,8.1,6.9,0,14.5,12.76,11.2,13.72,16.24,9.52,14.28,0,0,8.58,14.82,10.75,11.28,5.25,0,22,3.78
2006-03-01,43,28.38,18.36,21,22.05,8.8,20.7,9.02,14.82,4.4,16.72,0,6.46,10.44,14.8,2.16,18.15,12.24,13.6,15.98,6.4,5.78,8.16,10.2,18.55,12.87,20.13,15.9,6.82,0,0,10.5,7.8,0,12.47,0,0,8.4,8.68,6.72,11.48,8.12,0,8.06,11.7,5.75,0,12.75,2.42,6.38,10.08
2006-04-01,39,27.72,0,13,18.45,11,22.54,0,16.77,7.2,19.38,11.4,15.96,5.76,16.28,0,23.43,11.16,15.64,14.62,9.6,8.16,4.08,12.24,14.7,17.82,13.53,13.8,6.51,0,0,13.5,6,7.2,11.89,4.35,5.6,9.24,0,8.4,12.88,5.88,0,8.06,3.12,4,6,5.25,3.52,6.38,0
2006-05-01,37,21.78,0,12.5,13.05,11.88,16.56,2.87,10.92,8,15.58,7.6,15.96,0,15.17,3.96,15.84,12.24,14.62,10.2,8.32,7.14,5.1,10.2,19.25,10.56,16.17,13.5,3.72,0,0,6.9,13.8,0,12.47,0,5.32,6.72,8.4,5.04,11.76,0,5.94,11.44,14.56,7,7.2,15.5,0,5.06,2.94
2006-06-01,27,27.06,14.79,14.5,15.3,7.92,20.24,12.3,24.18,6,14.82,7.22,14.82,0,13.69,0,12.87,11.88,16.66,17,12.48,9.52,3.74,13.94,16.1,7.59,14.52,12.3,10.85,4.65,0,9.9,6.3,0,15.08,6.38,7.84,8.96,8.96,7.84,11.48,0,0,8.32,9.1,6.25,0,0,0,0,0
2006-07-01,32,28.38,10.71,13.5,13.05,7.04,12.42,12.71,12.87,10,12.16,5.7,17.48,0,13.32,5.4,13.53,9,12.58,13.26,6.72,3.74,0,19.38,19.95,11.88,12.87,9,12.4,7.75,0,7.5,6.3,0,11.02,6.96,7.84,8.68,0,0,15.12,6.16,0,7.02,5.2,8.5,8.64,2,3.3,8.58,6.93
2006-08-01,29,24.42,11.73,6.5,14.4,4.84,17.48,11.07,0,4.4,15.96,0,6.84,12.6,6.29,0,16.17,11.88,12.92,9.18,13.44,5.1,6.12,14.96,21.7,12.54,12.54,9.9,9.92,0,0,6.9,7.2,0,9.28,5.51,10.36,11.48,8.68,4.76,15.4,5.6,0,9.1,4.16,5,0,6.75,2.42,0,5.67
2006-09-01,26,23.1,43.86,8,15.75,6.16,11.04,9.02,6.24,6,12.16,0,0,0,11.84,2.88,13.2,11.52,11.22,11.22,10.24,8.16,0,5.44,7.7,10.23,14.19,7.5,3.72,0,0,6.9,6.6,3.6,9.86,10.44,0,3.92,4.76,2.24,5.88,6.16,3.51,5.72,3.38,4.25,4.8,7.5,0,4.4,4.62
2006-10-01,19,22.44,16.32,9.5,10.35,6.6,9.66,6.97,5.46,6,11.02,0,0,0,12.58,4.68,14.52,10.44,10.88,10.2,0,6.8,0,12.58,10.15,7.59,13.2,8.4,6.82,0,6.82,6.9,4.2,0,2.32,6.67,0,7,4.2,10.92,11.2,0,4.86,3.12,4.42,5,0,6.75,0,3.74,1.89
2006-11-01,24,21.12,0,6.5,13.95,5.28,11.5,2.05,0,5.2,8.74,3.42,6.08,11.88,10.36,0,9.24,9,10.2,11.56,7.68,2.72,4.76,9.86,11.55,9.24,11.55,9.3,3.72,0,0,6,2.7,2.4,7.25,2.61,0,8.96,11.48,2.24,8.96,0,0,5.46,7.02,6,11.76,4.5,0,6.38,0
2006-12-01,34,20.46,23.97,11.5,17.55,0,13.34,2.05,17.55,5.2,12.54,0,7.6,7.92,5.18,0,13.53,9.72,10.54,10.54,7.68,11.22,0,10.54,12.6,6.6,14.52,10.5,9.3,7.13,0,5.4,6,4.2,7.54,0,6.16,8.4,8.12,0,6.16,7.84,3.51,4.94,5.2,2.25,3.6,5.5,2.64,5.5,0
2007-01-01,12,19.14,20.91,8.5,11.7,0,11.04,4.51,12.87,4.4,9.88,6.84,5.7,6.84,7.03,0,5.94,8.28,9.18,7.14,6.4,5.44,4.08,12.58,14.7,10.56,11.55,7.8,5.27,0,6.82,9.3,0,0,6.96,5.22,6.44,7,13.16,5.88,8.96,0,2.7,4.42,9.88,5.5,3.6,5.5,3.08,0,0
2007-02-01,31,20.46,13.77,9.5,14.85,0,11.5,8.2,7.02,10,9.5,8.74,7.22,0,7.77,0,11.22,6.48,7.48,10.88,5.12,0,0,8.16,13.3,9.24,15.84,7.8,8.37,0,0,5.1,4.5,0,5.8,4.06,5.04,8.12,2.8,0,7,0,0,4.94,0,4.75,6.96,4,3.96,1.76,2.1
2007-03-01,17,17.82,0,10.5,10.35,4.84,9.66,6.15,9.75,6.4,8.74,3.42,5.7,0,8.14,0,11.88,8.64,7.82,9.18,9.6,0,0,12.24,11.55,1.98,13.53,8.7,4.65,0,0,3.6,1.5,8.4,4.93,0,0,4.48,5.88,2.52,8.68,7.56,0,3.12,4.16,5.25,2.4,0,0,2.86,6.93
2007-04-01,24,15.84,0,7,10.35,2.2,10.58,3.69,8.19,4.8,7.6,6.84,0,0,8.51,0,10.56,6.84,8.84,6.8,6.72,4.76,4.08,10.54,8.75,3.96,8.91,7.8,5.89,0,0,7.2,5.7,0,7.25,4.06,3.08,6.16,2.52,1.96,4.48,3.64,0,7.02,4.42,5.5,4.32,3,0,0,2.31
2007-05-01,25,13.86,15.3,9,9,5.72,8.74,4.92,10.53,5.6,5.32,5.7,5.32,0,5.92,0,8.91,8.28,8.16,8.5,2.56,4.76,2.04,7.48,15.75,6.6,7.26,9.9,4.65,0,0,6.3,1.2,0,7.54,2.03,4.2,5.6,7,4.48,6.72,0,0,5.98,4.94,2,5.28,3,0,5.94,7.14
2007-06-01,21,21.78,0,8.5,12.15,0,11.04,6.97,8.19,7.6,9.5,0,0,7.2,9.62,1.8,10.89,6.48,11.56,5.78,4.8,2.38,3.74,6.46,13.65,7.92,9.24,9.3,4.65,0,3.41,8.1,3.3,8.7,8.12,2.9,6.16,7.56,9.8,6.72,9.52,4.48,0,5.2,3.38,5.5,0,4.5,2.64,5.06,4.41
2007-07-01,36,23.76,15.81,8,10.35,6.6,11.5,9.02,12.48,4.8,11.4,0,7.22,7.56,11.47,4.32,7.59,9.72,10.54,8.16,6.4,8.16,3.4,12.58,14,6.6,13.53,11.7,3.72,12.09,0,10.2,3.6,0,5.22,0,9.8,5.88,0,3.36,12.04,0,4.32,7.02,5.46,9,12.48,7.75,3.74,7.92,3.99
2007-08-01,38,24.42,10.2,5.5,13.5,3.08,14.26,4.92,5.07,6,8.74,4.18,7.22,0,8.14,2.52,10.56,8.28,10.54,8.5,11.52,6.8,0,15.98,13.3,4.95,10.56,7.8,3.1,2.79,0,6.3,3.9,0,10.44,0,5.6,8.68,11.2,5.6,7.28,0,4.59,4.94,5.2,6.75,0,6,2.42,3.52,6.09
2007-09-01,29,21.78,14.79,2.5,9.9,4.84,11.96,3.69,0,5.2,11.78,3.8,6.84,3.6,6.66,0,10.23,8.64,7.48,9.18,7.68,6.46,2.38,11.56,10.15,11.22,7.59,7.2,3.1,0,1.55,5.4,4.5,0,4.06,8.41,2.52,3.08,7.56,0,8.4,0,0,5.46,5.2,5,3.12,3.5,0,2.2,2.52
2007-10-01,40,17.82,0,8,8.55,0,7.82,0,15.6,2.8,7.98,0,4.18,0,7.77,1.8,6.27,6.12,6.8,9.86,4.48,2.38,4.42,4.42,9.8,8.25,8.91,6.6,1.86,0,0,5.1,0,0,6.09,4.06,0,5.04,3.92,6.72,6.44,0,5.67,2.6,4.42,3.75,3.84,3.75,1.1,1.76,11.13
2007-11-01,49,17.16,9.69,8,6.75,6.16,9.2,4.92,0,3.6,7.98,3.8,0,0,5.55,0,9.24,7.2,7.48,6.8,5.44,1.7,3.06,12.24,7.35,7.92,6.93,7.2,3.1,2.17,0,7.8,0,0,7.83,1.74,2.8,4.2,6.16,3.92,5.04,0,0,4.68,3.38,3,4.8,5.25,2.86,0,3.99
2007-12-01,59,22.44,0,7.5,9.9,9.24,8.74,11.48,0,2.4,9.12,0,5.32,4.68,7.03,1.08,10.23,7.2,7.14,8.84,8.64,0,0,15.3,11.9,5.61,9.9,7.2,3.72,0,0,6.3,2.4,0,7.54,3.77,3.08,2.24,5.32,7,7.84,0,0,4.68,2.08,2.5,5.52,6.25,0,7.48,5.25
2008-01-01,46,23.1,8.67,7.5,9.45,4.4,7.82,4.1,3.51,5.6,9.5,3.04,0,0,7.03,1.44,7.59,7.92,8.5,6.8,4.16,2.72,4.42,7.48,10.5,6.6,10.23,6.9,2.48,0,2.79,4.2,4.2,1.8,8.12,3.19,0,4.48,3.36,2.8,3.36,0,2.16,4.16,3.64,4.75,4.08,2.5,2.42,1.32,0
2008-02-01,54,21.12,0,7.5,7.2,7.48,6.44,4.92,5.46,4.8,8.74,2.66,8.36,0,6.29,2.88,8.25,5.4,7.48,6.12,1.92,3.74,3.74,8.16,10.5,5.94,10.89,5.7,2.48,0,0,5.1,1.8,4.2,3.19,3.48,0,5.04,4.48,2.52,4.48,0,0,4.68,7.28,2,7.92,3.25,2.64,2.2,2.1
2008-03-01,57,22.44,0,5.5,11.25,7.48,7.82,5.33,3.9,3.6,7.98,0,2.66,0,4.44,1.08,6.27,4.68,7.48,6.12,5.76,2.38,2.38,9.18,9.8,8.58,8.58,6.3,2.79,0,0,4.5,2.4,2.1,3.77,0,0,6.16,7.56,5.04,5.04,0,3.51,5.72,1.82,2,0,3,2.86,0,1.47
2008-04-01,58,19.8,6.12,10,5.4,0,5.98,2.46,4.68,2.4,7.6,2.66,4.18,7.92,2.96,0,7.26,4.32,5.78,7.48,4.16,2.72,3.06,8.16,10.5,6.93,6.93,5.1,0,3.1,1.55,4.2,3.9,0,3.77,2.9,0,3.36,3.36,4.76,8.12,4.76,0,4.68,1.82,0,4.56,1.75,0,2.64,1.47
2008-05-01,64,21.12,12.24,4,7.65,2.64,5.98,2.46,0,3.6,6.84,0,0,3.6,7.4,0,7.59,4.68,5.1,5.1,1.6,3.06,0,5.1,8.05,7.59,5.61,4.2,4.65,0,0,5.7,0.9,2.1,2.9,2.03,0,3.36,6.72,1.4,7,2.52,0,1.56,2.6,1.75,0,2.5,2.42,3.3,1.26
2008-06-01,61,21.78,7.65,6.5,8.1,4.4,6.9,3.69,10.92,4.4,7.22,3.04,0,6.12,6.29,0,7.26,6.48,6.8,5.78,6.08,1.7,0,3.74,6.65,8.25,9.24,6.3,0,0,0,10.5,1.2,0,2.32,0,5.88,3.36,3.36,0,5.32,0,0,5.72,3.12,1.5,7.2,5.25,0,1.76,1.68
2008-07-01,77,23.1,17.85,1,8.1,5.72,8.28,5.33,12.09,1.2,6.46,6.46,6.84,0,11.47,0,6.93,6.12,8.16,7.14,1.92,4.76,0,5.1,9.1,5.28,5.28,6.6,3.1,2.17,0,8.4,2.1,0,8.7,3.77,3.92,3.08,5.88,3.36,4.48,0,2.7,5.46,1.82,4.5,0,5.5,2.42,1.1,1.26
2008-08-01,85,23.76,5.1,3,10.35,0,9.2,2.87,0,2.8,7.22,0,3.04,0,5.92,2.16,5.61,9,7.82,4.08,0,4.76,0,5.1,10.15,7.26,10.56,6.9,0,0,0,3.3,0.9,0,5.51,2.61,0,5.04,6.16,3.08,6.72,0,0,5.72,5.98,2.25,0,2.25,0,3.08,3.99
2008-09-01,79,23.76,5.1,5,7.2,7.04,6.9,3.28,5.46,4.8,6.84,4.94,3.42,0,4.44,1.08,8.25,5.76,6.8,4.76,6.4,2.38,1.7,3.06,6.65,2.97,6.27,5.4,4.65,4.65,1.24,3.3,0,0,5.8,6.67,0,1.68,3.08,2.24,5.6,6.44,0,2.86,1.56,3.5,0,1.25,1.76,0,3.78
2008-10-01,75,21.78,13.77,5,7.2,0,5.06,3.28,0,4,6.08,2.28,4.56,0,6.29,1.08,4.62,5.4,6.46,4.76,3.84,3.4,2.72,3.06,5.6,6.27,6.27,5.4,4.03,11.47,0,6,1.2,2.7,4.64,3.19,0,4.2,7,0,3.36,0,0,3.38,5.2,2.25,3.6,1.5,0,1.32,1.47
2008-11-01,65,23.76,10.2,8.5,7.2,3.08,7.36,1.23,5.85,2.8,6.84,0,0,10.08,5.92,1.44,7.59,4.68,4.76,5.78,4.8,5.78,0,6.8,7,4.62,6.6,5.7,3.41,5.89,0,4.2,1.2,0,5.22,0,4.48,7.28,1.96,3.08,5.04,0,0,5.2,1.56,2,0,0,2.64,2.86,4.62
2008-12-01,80,27.06,0,7.5,10.8,2.64,8.28,4.1,0,4.4,7.6,5.7,0,3.24,5.18,0,5.28,5.04,6.12,4.42,3.52,3.06,3.06,6.46,9.1,4.29,7.59,6.6,3.72,0,0,3.3,0,0,2.32,1.74,3.36,1.4,4.48,3.64,4.2,0,0,2.34,0,2,10.32,1.75,0,1.76,3.99
2009-01-01,77,23.1,12.24,9,9.45,0,6.44,4.92,8.19,1.2,6.84,3.04,5.32,0,4.07,1.44,6.27,4.68,6.8,6.8,3.52,5.1,2.04,7.82,7.7,5.61,6.27,5.1,3.41,0,0,3.3,3.3,0,9.28,2.9,4.2,3.36,4.76,2.24,7.56,0,1.89,5.46,3.64,1,0,4,1.54,2.64,3.99
2009-02-01,69,24.42,0,4,8.1,4.4,5.98,5.33,3.51,5.2,6.84,2.28,4.56,3.6,5.18,0,4.29,3.96,5.78,4.42,3.52,5.1,0,5.1,5.25,5.28,7.26,4.5,3.1,4.96,0,3.3,1.2,0,2.61,0,2.24,2.24,6.72,2.52,5.04,0,0,3.64,1.56,4.25,1.68,3,2.42,2.64,3.36
2009-03-01,67,24.42,6.63,4.5,5.85,0,6.9,4.51,5.46,3.6,4.56,5.7,3.42,0,5.55,1.08,5.61,5.04,5.1,4.76,4.48,4.08,0,4.76,5.6,5.28,5.94,6,1.55,0,1.24,5.1,0,0,6.09,3.19,4.48,2.8,6.44,0,5.6,12.04,0,3.38,1.56,1,2.4,2,0,0,0
2009-04-01,83,28.38,7.14,3.5,7.65,3.08,5.06,4.92,0,3.6,4.94,0,3.8,3.96,4.44,1.08,3.96,3.6,4.08,5.44,3.84,0,0,4.42,4.55,4.95,8.58,4.2,2.79,0,0,3.3,3.3,10.5,0,0,0,2.52,5.04,0,1.68,0,0,3.12,1.3,5,3.84,1.25,0,1.98,1.47
2009-05-01,85,24.42,0,2,4.95,4.84,4.6,3.69,13.26,2.8,4.94,0,3.8,6.12,6.66,0,7.26,3.6,6.12,3.4,1.92,0,0,4.42,7,5.61,3.96,6,1.55,3.72,0,2.4,1.2,5.4,3.48,4.35,0,3.64,5.04,0,1.12,4.48,0,4.16,0,2.5,2.16,4,2.64,0,0
2009-06-01,79,27.06,9.69,4.5,8.1,3.08,5.98,2.05,3.51,2.4,5.7,9.12,0,0,5.55,0,6.93,5.04,5.44,3.74,2.56,2.04,0,2.72,5.6,5.94,3.63,6.6,1.24,0,0,5.1,2.1,2.7,5.8,2.61,2.52,0,1.68,2.52,4.76,0,0,3.38,2.34,5.25,2.16,4,0,3.3,2.94
2009-07-01,100,30.36,0,4.5,9,4.84,6.44,3.69,8.19,2.4,5.32,0,2.66,7.92,9.62,2.16,3.3,3.6,4.76,3.06,3.84,0,3.74,3.74,8.05,4.62,3.96,5.4,4.03,11.16,0,3.3,2.1,0,5.22,6.67,3.64,2.24,2.24,1.96,2.52,0,7.29,3.9,1.04,1.5,0,4,1.1,0,2.31
2009-08-01,91,29.04,0,7,8.55,3.08,7.82,4.92,8.58,2.8,4.94,8.36,4.56,0,6.29,1.08,5.94,4.32,6.12,4.76,5.76,3.74,2.04,2.04,7,3.96,5.61,5.4,2.48,2.17,0,2.4,3.9,7.5,4.35,0,0,2.52,8.68,0,4.76,0,0,3.38,1.56,0,3.12,1.5,0,0,0
2009-09-01,91,27.72,0,7.5,5.85,0,4.14,2.87,0,2.4,5.32,0,0,6.12,7.03,0,5.61,4.32,3.4,2.38,2.24,3.74,0,2.72,3.85,5.28,5.28,4.5,2.48,2.79,1.86,3.6,0.9,0,3.48,0,0,1.96,1.68,0,3.08,0,4.05,3.38,1.04,2.25,0,0,0,2.2,1.05
2009-10-01,86,27.72,0,1.5,5.4,1.76,4.6,2.46,5.07,2.4,5.32,0,2.66,0,4.81,0,5.61,4.68,5.1,3.06,3.2,2.38,9.52,6.12,6.3,2.31,4.29,3.6,0.93,2.17,0,4.2,0,0,4.35,1.45,0,3.36,0,0,3.64,0,5.67,4.16,1.82,1.5,2.88,3.75,1.76,0,1.68
2009-11-01,82,25.74,6.12,4.5,6.3,3.08,5.06,2.46,0,3.2,4.56,3.42,0,2.16,3.33,1.44,5.28,2.88,4.08,4.08,4.16,0,0,4.76,5.25,3.63,0,4.5,1.86,0,0,3.9,0,0,3.77,2.61,1.96,1.96,5.88,0,4.76,2.52,2.97,3.64,2.6,1,2.16,4,0,1.76,0
2009-12-01,82,31.68,0,5,4.95,4.84,4.6,2.87,4.29,2.4,4.94,0,0,0,4.81,1.8,5.94,3.6,4.76,5.44,2.24,4.08,0,6.12,8.05,5.61,6.27,5.4,3.72,0,4.03,3.6,3.3,0,3.48,1.45,1.96,2.8,1.68,5.32,3.92,0,0,3.38,2.34,2,3.12,3,0,0,1.89
2010-01-01,80,31.68,4.59,2,8.1,0,6.44,4.51,0,1.2,4.56,3.04,0,0,4.44,0,2.97,2.88,3.74,3.74,3.52,1.02,3.06,7.14,4.2,4.95,4.95,4.2,1.86,0,0,4.5,0,0,3.19,0,0,1.96,0,5.6,3.36,0,3.51,4.94,1.3,1,1.44,2.75,0,1.54,5.46
2010-02-01,84,25.74,3.57,5.5,6.3,2.2,4.14,2.46,0,1.6,4.18,0,0,0,1.11,0,3.96,3.6,2.72,4.76,4.16,3.4,1.36,4.76,4.9,2.64,3.3,4.2,2.17,5.58,1.24,4.8,1.5,0,4.06,2.9,3.08,1.4,2.52,0,2.52,3.64,0,2.34,1.56,2.5,0,2.5,0,0,4.41
